fecha_reporte_web,departamento_nom,ciudad_municipio_nom,id_de_caso
27/7/2021 0:00:00,AMAZONAS,LETICIA,3
27/7/2021 0:00:00,ANTIOQUIA,ABRIAQUI,1
27/7/2021 0:00:00,ANTIOQUIA,AMAGA,6
27/7/2021 0:00:00,ANTIOQUIA,ANDES,5
27/7/2021 0:00:00,ANTIOQUIA,ANGOSTURA,2
27/7/2021 0:00:00,ANTIOQUIA,ANORI,4
27/7/2021 0:00:00,ANTIOQUIA,APARTADO,7
27/7/2021 0:00:00,ANTIOQUIA,ARBOLETES,6
27/7/2021 0:00:00,ANTIOQUIA,BARBOSA,4
27/7/2021 0:00:00,ANTIOQUIA,BELLO,94
27/7/2021 0:00:00,ANTIOQUIA,BELMIRA,1
27/7/2021 0:00:00,ANTIOQUIA,BETULIA,10
27/7/2021 0:00:00,ANTIOQUIA,BOLIVAR,14
27/7/2021 0:00:00,ANTIOQUIA,BURITICA,6
27/7/2021 0:00:00,ANTIOQUIA,CACERES,1
27/7/2021 0:00:00,ANTIOQUIA,CALDAS,14
27/7/2021 0:00:00,ANTIOQUIA,CAREPA,4
27/7/2021 0:00:00,ANTIOQUIA,CARMEN DE VIBORAL,3
27/7/2021 0:00:00,ANTIOQUIA,CAUCASIA,32
27/7/2021 0:00:00,ANTIOQUIA,CAÑASGORDAS,5
27/7/2021 0:00:00,ANTIOQUIA,CHIGORODO,2
27/7/2021 0:00:00,ANTIOQUIA,CISNEROS,3
27/7/2021 0:00:00,ANTIOQUIA,COCORNA,1
27/7/2021 0:00:00,ANTIOQUIA,CONCEPCION,8
27/7/2021 0:00:00,ANTIOQUIA,COPACABANA,4
27/7/2021 0:00:00,ANTIOQUIA,DABEIBA,4
27/7/2021 0:00:00,ANTIOQUIA,DON MATIAS,2
27/7/2021 0:00:00,ANTIOQUIA,EBEJICO,3
27/7/2021 0:00:00,ANTIOQUIA,EL BAGRE,5
27/7/2021 0:00:00,ANTIOQUIA,ENTRERRIOS,8
27/7/2021 0:00:00,ANTIOQUIA,ENVIGADO,43
27/7/2021 0:00:00,ANTIOQUIA,FREDONIA,6
27/7/2021 0:00:00,ANTIOQUIA,FRONTINO,4
27/7/2021 0:00:00,ANTIOQUIA,GIRARDOTA,5
27/7/2021 0:00:00,ANTIOQUIA,GUARNE,15
27/7/2021 0:00:00,ANTIOQUIA,HISPANIA,1
27/7/2021 0:00:00,ANTIOQUIA,ITAGUI,77
27/7/2021 0:00:00,ANTIOQUIA,ITUANGO,2
27/7/2021 0:00:00,ANTIOQUIA,JARDIN,4
27/7/2021 0:00:00,ANTIOQUIA,LA CEJA,52
27/7/2021 0:00:00,ANTIOQUIA,LA ESTRELLA,16
27/7/2021 0:00:00,ANTIOQUIA,LA PINTADA,5
27/7/2021 0:00:00,ANTIOQUIA,LA UNION,3
27/7/2021 0:00:00,ANTIOQUIA,MARINILLA,12
27/7/2021 0:00:00,ANTIOQUIA,MEDELLIN,630
27/7/2021 0:00:00,ANTIOQUIA,MURINDO,1
27/7/2021 0:00:00,ANTIOQUIA,NECOCLI,1
27/7/2021 0:00:00,ANTIOQUIA,PEÑOL,3
27/7/2021 0:00:00,ANTIOQUIA,PUEBLORRICO,5
27/7/2021 0:00:00,ANTIOQUIA,PUERTO BERRIO,35
27/7/2021 0:00:00,ANTIOQUIA,PUERTO NARE (LA MAGDALENA ),2
27/7/2021 0:00:00,ANTIOQUIA,PUERTO TRIUNFO,1
27/7/2021 0:00:00,ANTIOQUIA,REMEDIOS,5
27/7/2021 0:00:00,ANTIOQUIA,RETIRO,3
27/7/2021 0:00:00,ANTIOQUIA,RIONEGRO,65
27/7/2021 0:00:00,ANTIOQUIA,SABANETA,21
27/7/2021 0:00:00,ANTIOQUIA,SALGAR,2
27/7/2021 0:00:00,ANTIOQUIA,SAN CARLOS,1
27/7/2021 0:00:00,ANTIOQUIA,SAN FRANCISCO,2
27/7/2021 0:00:00,ANTIOQUIA,SAN JOSE DE LA MONTANA,1
27/7/2021 0:00:00,ANTIOQUIA,SAN JUAN DE URABA,6
27/7/2021 0:00:00,ANTIOQUIA,SAN LUIS,3
27/7/2021 0:00:00,ANTIOQUIA,SAN PEDRO,4
27/7/2021 0:00:00,ANTIOQUIA,SAN PEDRO DE URABA,1
27/7/2021 0:00:00,ANTIOQUIA,SAN RAFAEL,19
27/7/2021 0:00:00,ANTIOQUIA,SAN VICENTE,3
27/7/2021 0:00:00,ANTIOQUIA,SANTA BARBARA,2
27/7/2021 0:00:00,ANTIOQUIA,SANTA FE DE ANTIOQUIA,16
27/7/2021 0:00:00,ANTIOQUIA,SANTA ROSA DE OSOS,7
27/7/2021 0:00:00,ANTIOQUIA,SANTO DOMINGO,1
27/7/2021 0:00:00,ANTIOQUIA,SANTUARIO,5
27/7/2021 0:00:00,ANTIOQUIA,SEGOVIA,16
27/7/2021 0:00:00,ANTIOQUIA,TAMESIS,1
27/7/2021 0:00:00,ANTIOQUIA,TURBO,3
27/7/2021 0:00:00,ANTIOQUIA,URRAO,10
27/7/2021 0:00:00,ANTIOQUIA,VALDIVIA,1
27/7/2021 0:00:00,ANTIOQUIA,VALPARAISO,7
27/7/2021 0:00:00,ANTIOQUIA,VEGACHI,1
27/7/2021 0:00:00,ANTIOQUIA,VENECIA,2
27/7/2021 0:00:00,ANTIOQUIA,YARUMAL,11
27/7/2021 0:00:00,ANTIOQUIA,YOLOMBO,3
27/7/2021 0:00:00,ANTIOQUIA,YONDO (CASABE),4
27/7/2021 0:00:00,ANTIOQUIA,ZARAGOZA,32
27/7/2021 0:00:00,ARAUCA,ARAUCA,11
27/7/2021 0:00:00,ARAUCA,CRAVO NORTE,2
27/7/2021 0:00:00,ARAUCA,FORTUL,3
27/7/2021 0:00:00,ARAUCA,SARAVENA,17
27/7/2021 0:00:00,ARAUCA,TAME,8
27/7/2021 0:00:00,ATLANTICO,BARANOA,3
27/7/2021 0:00:00,ATLANTICO,GALAPA,2
27/7/2021 0:00:00,ATLANTICO,JUAN DE ACOSTA,2
27/7/2021 0:00:00,ATLANTICO,LURUACO,1
27/7/2021 0:00:00,ATLANTICO,MALAMBO,9
27/7/2021 0:00:00,ATLANTICO,MANATI,1
27/7/2021 0:00:00,ATLANTICO,PALMAR DE VARELA,1
27/7/2021 0:00:00,ATLANTICO,POLO NUEVO,1
27/7/2021 0:00:00,ATLANTICO,PUERTO COLOMBIA,9
27/7/2021 0:00:00,ATLANTICO,SABANAGRANDE,4
27/7/2021 0:00:00,ATLANTICO,SABANALARGA,17
27/7/2021 0:00:00,ATLANTICO,SANTO TOMAS,9
27/7/2021 0:00:00,ATLANTICO,SOLEDAD,107
27/7/2021 0:00:00,BARRANQUILLA,BARRANQUILLA,222
27/7/2021 0:00:00,BOGOTA,BOGOTA,2743
27/7/2021 0:00:00,BOLIVAR,ARENAL,1
27/7/2021 0:00:00,BOLIVAR,ARJONA,1
27/7/2021 0:00:00,BOLIVAR,EL CARMEN DE BOLIVAR,3
27/7/2021 0:00:00,BOLIVAR,MAGANGUE,46
27/7/2021 0:00:00,BOLIVAR,MARGARITA,1
27/7/2021 0:00:00,BOLIVAR,MARIA LA BAJA,4
27/7/2021 0:00:00,BOLIVAR,MOMPOS,9
27/7/2021 0:00:00,BOLIVAR,MORALES,1
27/7/2021 0:00:00,BOLIVAR,REGIDOR,3
27/7/2021 0:00:00,BOLIVAR,SAN JUAN NEPOMUCENO,1
27/7/2021 0:00:00,BOLIVAR,SANTA ROSA DEL SUR,12
27/7/2021 0:00:00,BOLIVAR,SIMITI,10
27/7/2021 0:00:00,BOLIVAR,TURBACO,5
27/7/2021 0:00:00,BOLIVAR,VILLANUEVA,4
27/7/2021 0:00:00,BOYACA,BOAVITA,2
27/7/2021 0:00:00,BOYACA,CAMPOHERMOSO,1
27/7/2021 0:00:00,BOYACA,CERINZA,2
27/7/2021 0:00:00,BOYACA,CHIQUINQUIRA,14
27/7/2021 0:00:00,BOYACA,CHISCAS,1
27/7/2021 0:00:00,BOYACA,CHITA,6
27/7/2021 0:00:00,BOYACA,CHITARAQUE,1
27/7/2021 0:00:00,BOYACA,CHIVOR,1
27/7/2021 0:00:00,BOYACA,COVARACHIA,5
27/7/2021 0:00:00,BOYACA,CUBARA,2
27/7/2021 0:00:00,BOYACA,DUITAMA,44
27/7/2021 0:00:00,BOYACA,EL ESPINO,1
27/7/2021 0:00:00,BOYACA,GARAGOA,8
27/7/2021 0:00:00,BOYACA,GUATEQUE,3
27/7/2021 0:00:00,BOYACA,MONGUI,1
27/7/2021 0:00:00,BOYACA,MONIQUIRA,2
27/7/2021 0:00:00,BOYACA,NOBSA,3
27/7/2021 0:00:00,BOYACA,OICATA,1
27/7/2021 0:00:00,BOYACA,PAIPA,10
27/7/2021 0:00:00,BOYACA,PANQUEBA,1
27/7/2021 0:00:00,BOYACA,PUERTO BOYACA,10
27/7/2021 0:00:00,BOYACA,QUIPAMA,2
27/7/2021 0:00:00,BOYACA,SAN PABLO DE BORBUR,1
27/7/2021 0:00:00,BOYACA,SANTA ROSA DE VITERBO,1
27/7/2021 0:00:00,BOYACA,SATIVANORTE,1
27/7/2021 0:00:00,BOYACA,SOGAMOSO,23
27/7/2021 0:00:00,BOYACA,SORACA,1
27/7/2021 0:00:00,BOYACA,TIBANA,2
27/7/2021 0:00:00,BOYACA,TOCA,1
27/7/2021 0:00:00,BOYACA,TOTA,1
27/7/2021 0:00:00,BOYACA,TUNJA,47
27/7/2021 0:00:00,BOYACA,UMBITA,1
27/7/2021 0:00:00,BOYACA,VILLA DE LEYVA,5
27/7/2021 0:00:00,CALDAS,AGUADAS,1
27/7/2021 0:00:00,CALDAS,ANSERMA,4
27/7/2021 0:00:00,CALDAS,CHINCHINA,2
27/7/2021 0:00:00,CALDAS,LA DORADA,8
27/7/2021 0:00:00,CALDAS,MANIZALES,87
27/7/2021 0:00:00,CALDAS,MANZANARES,2
27/7/2021 0:00:00,CALDAS,MARQUETALIA,1
27/7/2021 0:00:00,CALDAS,PENSILVANIA,3
27/7/2021 0:00:00,CALDAS,RIOSUCIO,5
27/7/2021 0:00:00,CALDAS,VILLAMARIA,4
27/7/2021 0:00:00,CALDAS,VITERBO,3
27/7/2021 0:00:00,CAQUETA,BELEN DE LOS ANDAQUIES,4
27/7/2021 0:00:00,CAQUETA,CARTAGENA DEL CHAIRA,1
27/7/2021 0:00:00,CAQUETA,FLORENCIA,12
27/7/2021 0:00:00,CAQUETA,LA MONTANITA,1
27/7/2021 0:00:00,CAQUETA,SAN JOSE DEL FRAGUA,2
27/7/2021 0:00:00,CAQUETA,SAN VICENTE DEL CAGUAN,1
27/7/2021 0:00:00,CAQUETA,VALPARAISO,4
27/7/2021 0:00:00,CARTAGENA,CARTAGENA,242
27/7/2021 0:00:00,CASANARE,AGUAZUL,5
27/7/2021 0:00:00,CASANARE,HATO COROZAL,8
27/7/2021 0:00:00,CASANARE,MANI,1
27/7/2021 0:00:00,CASANARE,MONTERREY,6
