fecha_reporte_web,departamento_nom,ciudad_municipio_nom,id_de_caso
25/7/2021 0:00:00,AMAZONAS,EL ENCANTO (CD),1
25/7/2021 0:00:00,AMAZONAS,LETICIA,6
25/7/2021 0:00:00,ANTIOQUIA,ABEJORRAL,5
25/7/2021 0:00:00,ANTIOQUIA,AMAGA,4
25/7/2021 0:00:00,ANTIOQUIA,AMALFI,3
25/7/2021 0:00:00,ANTIOQUIA,ANDES,8
25/7/2021 0:00:00,ANTIOQUIA,ANGOSTURA,2
25/7/2021 0:00:00,ANTIOQUIA,APARTADO,22
25/7/2021 0:00:00,ANTIOQUIA,ARBOLETES,6
25/7/2021 0:00:00,ANTIOQUIA,ARMENIA,1
25/7/2021 0:00:00,ANTIOQUIA,BARBOSA,11
25/7/2021 0:00:00,ANTIOQUIA,BELLO,149
25/7/2021 0:00:00,ANTIOQUIA,BOLIVAR,7
25/7/2021 0:00:00,ANTIOQUIA,CACERES,3
25/7/2021 0:00:00,ANTIOQUIA,CAICEDO,3
25/7/2021 0:00:00,ANTIOQUIA,CALDAS,31
25/7/2021 0:00:00,ANTIOQUIA,CARAMANTA,2
25/7/2021 0:00:00,ANTIOQUIA,CAREPA,8
25/7/2021 0:00:00,ANTIOQUIA,CARMEN DE VIBORAL,7
25/7/2021 0:00:00,ANTIOQUIA,CAUCASIA,52
25/7/2021 0:00:00,ANTIOQUIA,CAÑASGORDAS,3
25/7/2021 0:00:00,ANTIOQUIA,CHIGORODO,3
25/7/2021 0:00:00,ANTIOQUIA,COCORNA,1
25/7/2021 0:00:00,ANTIOQUIA,COPACABANA,10
25/7/2021 0:00:00,ANTIOQUIA,DABEIBA,5
25/7/2021 0:00:00,ANTIOQUIA,DON MATIAS,3
25/7/2021 0:00:00,ANTIOQUIA,EL BAGRE,4
25/7/2021 0:00:00,ANTIOQUIA,ENVIGADO,34
25/7/2021 0:00:00,ANTIOQUIA,FREDONIA,6
25/7/2021 0:00:00,ANTIOQUIA,FRONTINO,2
25/7/2021 0:00:00,ANTIOQUIA,GIRARDOTA,8
25/7/2021 0:00:00,ANTIOQUIA,GUADALUPE,2
25/7/2021 0:00:00,ANTIOQUIA,GUARNE,14
25/7/2021 0:00:00,ANTIOQUIA,GUATAPE,3
25/7/2021 0:00:00,ANTIOQUIA,HISPANIA,1
25/7/2021 0:00:00,ANTIOQUIA,ITAGUI,145
25/7/2021 0:00:00,ANTIOQUIA,ITUANGO,1
25/7/2021 0:00:00,ANTIOQUIA,JARDIN,2
25/7/2021 0:00:00,ANTIOQUIA,JERICO,1
25/7/2021 0:00:00,ANTIOQUIA,LA CEJA,16
25/7/2021 0:00:00,ANTIOQUIA,LA ESTRELLA,9
25/7/2021 0:00:00,ANTIOQUIA,LA PINTADA,3
25/7/2021 0:00:00,ANTIOQUIA,LA UNION,2
25/7/2021 0:00:00,ANTIOQUIA,MARINILLA,13
25/7/2021 0:00:00,ANTIOQUIA,MEDELLIN,917
25/7/2021 0:00:00,ANTIOQUIA,MUTATA,1
25/7/2021 0:00:00,ANTIOQUIA,NARIÑO,2
25/7/2021 0:00:00,ANTIOQUIA,NECHI,1
25/7/2021 0:00:00,ANTIOQUIA,PEÑOL,8
25/7/2021 0:00:00,ANTIOQUIA,PUEBLORRICO,1
25/7/2021 0:00:00,ANTIOQUIA,PUERTO BERRIO,12
25/7/2021 0:00:00,ANTIOQUIA,PUERTO NARE (LA MAGDALENA ),16
25/7/2021 0:00:00,ANTIOQUIA,REMEDIOS,1
25/7/2021 0:00:00,ANTIOQUIA,RETIRO,4
25/7/2021 0:00:00,ANTIOQUIA,RIONEGRO,48
