fecha_reporte_web,departamento_nom,ciudad_municipio_nom,id_de_caso
26/7/2021 0:00:00,AMAZONAS,LETICIA,4
26/7/2021 0:00:00,ANTIOQUIA,ABEJORRAL,1
26/7/2021 0:00:00,ANTIOQUIA,ALEJANDRIA,3
26/7/2021 0:00:00,ANTIOQUIA,AMAGA,3
26/7/2021 0:00:00,ANTIOQUIA,AMALFI,5
26/7/2021 0:00:00,ANTIOQUIA,ANDES,7
26/7/2021 0:00:00,ANTIOQUIA,ANGOSTURA,1
26/7/2021 0:00:00,ANTIOQUIA,ANORI,1
26/7/2021 0:00:00,ANTIOQUIA,APARTADO,15
26/7/2021 0:00:00,ANTIOQUIA,ARBOLETES,3
26/7/2021 0:00:00,ANTIOQUIA,BARBOSA,6
26/7/2021 0:00:00,ANTIOQUIA,BELLO,129
26/7/2021 0:00:00,ANTIOQUIA,BETANIA,2
26/7/2021 0:00:00,ANTIOQUIA,BOLIVAR,3
26/7/2021 0:00:00,ANTIOQUIA,CAICEDO,1
26/7/2021 0:00:00,ANTIOQUIA,CALDAS,28
26/7/2021 0:00:00,ANTIOQUIA,CARAMANTA,1
26/7/2021 0:00:00,ANTIOQUIA,CAREPA,4
26/7/2021 0:00:00,ANTIOQUIA,CARMEN DE VIBORAL,10
26/7/2021 0:00:00,ANTIOQUIA,CAUCASIA,28
26/7/2021 0:00:00,ANTIOQUIA,CAÑASGORDAS,2
26/7/2021 0:00:00,ANTIOQUIA,CHIGORODO,9
26/7/2021 0:00:00,ANTIOQUIA,CISNEROS,1
26/7/2021 0:00:00,ANTIOQUIA,COCORNA,3
26/7/2021 0:00:00,ANTIOQUIA,CONCEPCION,1
26/7/2021 0:00:00,ANTIOQUIA,COPACABANA,11
26/7/2021 0:00:00,ANTIOQUIA,DON MATIAS,8
26/7/2021 0:00:00,ANTIOQUIA,ENVIGADO,41
26/7/2021 0:00:00,ANTIOQUIA,FREDONIA,2
26/7/2021 0:00:00,ANTIOQUIA,FRONTINO,2
26/7/2021 0:00:00,ANTIOQUIA,GIRARDOTA,3
26/7/2021 0:00:00,ANTIOQUIA,GRANADA,2
26/7/2021 0:00:00,ANTIOQUIA,GUARNE,13
26/7/2021 0:00:00,ANTIOQUIA,GUATAPE,1
26/7/2021 0:00:00,ANTIOQUIA,ITAGUI,115
