fecha,cod_depto,nom_depto,MPIO_CDPMP,nom_mpio,num_casos,poblacion,casos_por_millon
2021-07-01,25,CUNDINAMARCA,25438,MEDINA,1,7281.0,138.0
2021-07-01,25,CUNDINAMARCA,25473,MOSQUERA,63,128893.0,489.0
2021-07-01,25,CUNDINAMARCA,25486,NEMOCON,5,12198.0,410.0
2021-07-01,25,CUNDINAMARCA,25488,NILO,2,10555.0,190.0
2021-07-01,25,CUNDINAMARCA,25506,OSPINA PEREZ (VENECIA),12,4130.0,2906.0
2021-07-01,25,CUNDINAMARCA,25513,PACHO,1,23726.0,43.0
2021-07-01,25,CUNDINAMARCA,25524,PANDI,3,4735.0,634.0
2021-07-01,25,CUNDINAMARCA,25530,PARATEBUENO,4,8043.0,498.0
2021-07-01,25,CUNDINAMARCA,25535,PASCA,1,8686.0,116.0
2021-07-01,25,CUNDINAMARCA,25572,PUERTO SALGAR,3,15019.0,200.0
