fecha_reporte_web,departamento,departamento_nom,ciudad_municipio,ciudad_municipio_nom,id_de_caso
20/8/2021 0:00:00,54,NORTE SANTANDER,54239,DURANIA,1
20/8/2021 0:00:00,54,NORTE SANTANDER,54250,EL TARRA,1
20/8/2021 0:00:00,54,NORTE SANTANDER,54385,LA ESPERANZA,1
20/8/2021 0:00:00,54,NORTE SANTANDER,54405,LOS PATIOS,2
20/8/2021 0:00:00,54,NORTE SANTANDER,54498,OCAÑA,5
20/8/2021 0:00:00,54,NORTE SANTANDER,54518,PAMPLONA,2
20/8/2021 0:00:00,54,NORTE SANTANDER,54599,RAGONVALIA,1
20/8/2021 0:00:00,54,NORTE SANTANDER,54660,SALAZAR,1
20/8/2021 0:00:00,54,NORTE SANTANDER,54720,SARDINATA,1
20/8/2021 0:00:00,54,NORTE SANTANDER,54874,VILLA DEL ROSARIO,4
20/8/2021 0:00:00,63,QUINDIO,63001,ARMENIA,46
20/8/2021 0:00:00,63,QUINDIO,63111,BUENAVISTA,1
20/8/2021 0:00:00,63,QUINDIO,63130,CALARCA,6
20/8/2021 0:00:00,63,QUINDIO,63190,CIRCASIA,2
20/8/2021 0:00:00,63,QUINDIO,63470,MONTENEGRO,2
20/8/2021 0:00:00,66,RISARALDA,66001,PEREIRA,43
20/8/2021 0:00:00,66,RISARALDA,66170,DOSQUEBRADAS,16
20/8/2021 0:00:00,66,RISARALDA,66318,GUATICA,1
20/8/2021 0:00:00,66,RISARALDA,66400,LA VIRGINIA,4
20/8/2021 0:00:00,66,RISARALDA,66572,PUEBLO RICO,1
20/8/2021 0:00:00,66,RISARALDA,66594,QUINCHIA,1
20/8/2021 0:00:00,66,RISARALDA,66682,SANTA ROSA DE CABAL,2
20/8/2021 0:00:00,66,RISARALDA,66687,SANTUARIO,1
20/8/2021 0:00:00,68,SANTANDER,68001,BUCARAMANGA,26
20/8/2021 0:00:00,68,SANTANDER,68079,BARICHARA,1
20/8/2021 0:00:00,68,SANTANDER,68081,BARRANCABERMEJA,5
20/8/2021 0:00:00,68,SANTANDER,68121,CABRERA,2
20/8/2021 0:00:00,68,SANTANDER,68147,CAPITANEJO,1
20/8/2021 0:00:00,68,SANTANDER,68217,COROMORO,3
20/8/2021 0:00:00,68,SANTANDER,68229,CURITI,3
20/8/2021 0:00:00,68,SANTANDER,68276,FLORIDABLANCA,12
20/8/2021 0:00:00,68,SANTANDER,68307,GIRON,2
20/8/2021 0:00:00,68,SANTANDER,68533,PARAMO,1
20/8/2021 0:00:00,68,SANTANDER,68547,PIEDECUESTA,5
20/8/2021 0:00:00,68,SANTANDER,68572,PUENTE NACIONAL,1
20/8/2021 0:00:00,68,SANTANDER,68679,SAN GIL,2
20/8/2021 0:00:00,68,SANTANDER,68755,SOCORRO,2
20/8/2021 0:00:00,68,SANTANDER,68861,VELEZ,2
20/8/2021 0:00:00,68,SANTANDER,68895,ZAPATOCA,1
20/8/2021 0:00:00,70,SUCRE,70001,SINCELEJO,36
20/8/2021 0:00:00,70,SUCRE,70110,BUENAVISTA,1
20/8/2021 0:00:00,70,SUCRE,70204,COLOSO (RICAURTE),3
